datetime,tempmax,tempmin,temp,humidity,precip,precipcover,preciptype,snow,windgust,windspeed,cloudcover,year,overall_AQI
2019-01-01,57.8,35.1,47.2,67.3,0.576,25.0,rain,0.1,40.3,28.6,55.3,2019,22.0
2019-01-02,36.0,28.1,31.9,43.0,0.0,0.0,,0.0,23.0,14.7,44.6,2019,28.0
2019-01-03,45.0,31.9,39.0,64.8,0.023,8.33,rain,0.0,23.1,16.1,71.0,2019,38.0
2019-01-04,47.0,35.0,40.9,54.4,0.0,0.0,,0.0,25.0,18.1,68.3,2019,39.0
2019-01-05,43.1,37.9,40.3,83.7,0.545,54.17,rain,0.0,25.1,15.8,82.2,2019,51.0
2019-01-06,47.0,27.0,37.7,59.8,0.0,0.0,,0.0,38.0,23.8,46.7,2019,63.0
2019-01-07,30.8,19.1,25.5,32.1,0.0,0.0,,0.0,35.0,23.8,38.6,2019,41.0
2019-01-08,42.1,29.9,36.2,74.3,0.023,8.33,"rain,snow",0.2,22.8,15.8,89.3,2019,38.0
2019-01-09,45.0,35.1,39.8,72.7,0.13,25.0,rain,0.0,39.9,25.1,71.9,2019,45.0
2019-01-10,37.0,26.9,34.0,52.3,0.0,0.0,,0.0,34.3,21.7,59.6,2019,36.0
2019-01-11,29.0,17.1,24.7,42.2,0.0,0.0,,0.0,34.4,22.7,18.7,2019,32.0
2019-01-12,28.2,15.1,21.2,34.8,0.0,0.0,,0.0,30.9,18.2,36.6,2019,35.0
2019-01-13,29.0,16.1,22.4,51.3,0.0,0.0,,0.0,17.2,13.6,51.7,2019,36.0
2019-01-14,30.9,24.1,27.1,59.5,0.0,0.0,,0.0,24.6,14.7,66.8,2019,39.0
2019-01-15,38.0,24.6,30.0,47.3,0.0,0.0,,0.0,19.2,12.4,36.2,2019,53.0
2019-01-16,38.9,25.8,33.0,57.3,0.0,0.0,,0.0,29.8,17.0,48.0,2019,42.0
2019-01-17,33.1,18.0,25.2,35.9,0.0,0.0,,0.0,23.9,15.7,42.7,2019,56.0
2019-01-18,42.1,26.9,34.7,60.0,0.0,0.0,,0.0,16.3,11.2,68.2,2019,42.0
2019-01-19,36.9,27.9,31.4,61.7,0.084,20.83,"rain,snow",0.0,29.8,22.5,63.1,2019,50.0
2019-01-20,36.9,12.7,27.4,83.0,1.234,70.83,"rain,snow",3.1,42.5,27.3,83.9,2019,43.0
2019-01-21,10.0,4.9,6.6,53.3,0.0,0.0,,0.0,40.0,24.1,47.0,2019,32.0
2019-01-22,28.1,8.0,18.2,32.9,0.0,0.0,,0.0,34.7,21.7,33.4,2019,45.0
2019-01-23,47.1,19.7,33.4,61.4,0.0,0.0,,0.0,31.3,21.7,73.2,2019,48.0
2019-01-24,59.0,39.8,52.6,83.8,1.023,50.0,rain,0.0,52.4,34.1,76.5,2019,
2019-01-25,40.9,29.9,36.2,47.5,0.0,0.0,,0.0,42.2,23.9,41.2,2019,
2019-01-26,35.1,24.9,29.9,38.5,0.0,0.0,,0.0,23.0,13.5,29.8,2019,
2019-01-27,46.1,26.8,37.3,59.8,0.0,0.0,,0.0,32.0,24.9,55.8,2019,
2019-01-28,42.0,25.0,30.6,41.2,0.0,0.0,,0.0,24.1,14.9,45.5,2019,22.0
2019-01-29,37.1,21.0,29.8,66.3,0.024,8.33,rain,0.0,26.2,16.8,73.6,2019,49.0
2019-01-30,37.9,10.9,29.4,61.3,0.163,25.0,"rain,snow",0.0,41.3,26.1,48.9,2019,44.0
2019-01-31,17.9,4.9,11.2,33.4,0.0,0.0,,0.0,33.2,22.7,12.8,2019,47.0
2019-02-01,22.9,10.9,16.9,35.4,0.0,0.0,,0.0,26.6,18.0,31.5,2019,53.0
2019-02-02,35.1,14.8,25.1,40.9,0.0,0.0,,0.0,31.5,20.6,54.9,2019,59.0
2019-02-03,38.1,28.1,34.2,64.0,0.0,0.0,,0.0,18.6,10.2,62.9,2019,68.0
2019-02-04,63.0,36.0,47.1,63.7,0.0,0.0,,0.0,21.9,12.4,25.5,2019,74.0
2019-02-05,65.0,40.8,51.9,61.4,0.0,0.0,,0.0,27.7,19.4,44.4,2019,75.0
2019-02-06,44.0,33.1,36.4,63.5,0.245,16.67,"rain,snow",0.0,21.9,13.6,46.1,2019,54.0
2019-02-07,41.0,35.1,38.8,88.4,0.338,37.5,"rain,snow",0.0,21.0,14.8,74.7,2019,42.0
2019-02-08,55.1,31.9,42.2,71.3,0.088,25.0,rain,0.0,40.6,21.9,57.2,2019,38.0
2019-02-09,35.1,25.1,30.0,28.8,0.0,0.0,,0.0,39.9,30.7,17.6,2019,30.0
2019-02-10,36.0,24.9,30.3,34.8,0.0,0.0,,0.0,25.7,16.0,48.8,2019,35.0
2019-02-11,37.1,28.1,31.4,32.6,0.0,0.0,,0.0,21.0,13.6,67.3,2019,33.0
2019-02-12,37.1,19.0,27.1,61.1,0.766,37.5,"rain,snow",0.0,32.9,23.7,60.3,2019,31.0
2019-02-13,42.1,34.0,38.1,78.4,0.416,45.83,rain,2.2,42.5,19.5,70.4,2019,35.0
2019-02-14,38.9,31.9,35.1,49.9,0.0,0.0,,0.0,34.4,26.0,42.5,2019,29.0
2019-02-15,52.0,31.8,43.2,78.8,0.102,16.67,rain,0.0,34.2,21.5,61.4,2019,41.0
2019-02-16,49.9,33.0,40.0,46.1,0.0,0.0,,0.0,23.0,15.9,41.0,2019,52.0
2019-02-17,33.3,24.0,29.4,47.8,0.0,0.0,,0.0,23.7,18.0,36.1,2019,43.0
2019-02-18,32.0,25.0,29.4,80.4,0.317,50.0,"rain,snow",2.9,25.3,17.0,60.6,2019,39.0
2019-02-19,32.0,17.9,24.4,39.5,0.0,0.0,,0.0,31.3,21.7,33.4,2019,41.0
2019-02-20,29.9,20.6,25.8,46.9,0.052,8.33,snow,0.0,18.8,12.5,69.4,2019,43.0
2019-02-21,47.0,26.1,37.4,72.1,0.458,29.17,"rain,snow",2.1,32.9,19.5,57.4,2019,49.0
2019-02-22,46.1,36.9,41.0,45.5,0.0,0.0,,0.0,23.0,12.6,61.1,2019,43.0
2019-02-23,37.3,29.6,34.3,61.8,0.0,0.0,,0.0,15.0,9.9,52.7,2019,43.0
2019-02-24,47.0,35.0,41.0,85.6,0.48,45.83,rain,0.0,36.2,22.8,92.1,2019,48.0
2019-02-25,42.1,30.8,36.7,45.2,0.001,4.17,rain,0.0,54.0,35.5,61.4,2019,32.0
2019-02-26,30.8,20.0,26.5,27.5,0.0,0.0,,0.0,39.0,26.2,22.5,2019,28.0
2019-02-27,26.0,12.8,20.2,33.4,0.025,8.33,snow,0.0,26.4,19.4,55.3,2019,37.0
2019-02-28,30.8,19.1,24.9,57.3,0.178,33.33,snow,1.8,18.6,11.3,50.8,2019,38.0
2019-03-01,37.2,22.7,30.2,46.1,0.0,0.0,,0.0,15.4,15.8,53.8,2019,52.0
2019-03-02,34.0,31.8,33.1,76.7,0.183,33.33,"rain,snow",2.2,31.3,18.1,74.2,2019,52.0
2019-03-03,41.0,31.9,35.9,68.9,0.036,4.17,"rain,snow",0.0,17.0,15.8,80.0,2019,42.0
2019-03-04,38.9,26.9,35.0,72.6,1.003,50.0,"rain,snow",4.7,31.0,21.7,71.4,2019,53.0
2019-03-05,29.9,19.0,25.2,42.5,0.0,0.0,,0.0,23.9,15.8,26.1,2019,39.0
2019-03-06,26.1,17.9,22.1,36.2,0.0,0.0,,0.0,36.8,26.2,41.6,2019,56.0
2019-03-07,28.9,15.0,22.1,39.2,0.0,0.0,,0.0,28.7,18.3,36.3,2019,49.0
2019-03-08,38.0,18.7,27.9,42.5,0.0,0.0,,0.0,25.2,16.0,29.8,2019,46.0
2019-03-09,46.1,25.6,34.1,53.1,0.0,0.0,,0.0,15.9,12.4,18.0,2019,52.0
2019-03-10,39.8,31.6,36.0,81.3,0.463,45.83,"rain,snow",1.4,31.8,22.6,79.0,2019,61.0
2019-03-11,49.9,38.0,43.0,55.9,0.0,0.0,,0.0,32.1,20.7,50.4,2019,46.0
2019-03-12,44.1,35.9,39.5,43.5,0.0,0.0,,0.0,30.2,22.9,33.7,2019,41.0
2019-03-13,39.8,29.6,35.6,51.3,0.0,0.0,,0.0,16.8,13.6,33.7,2019,37.0
2019-03-14,50.0,36.0,42.2,65.5,0.0,0.0,,0.0,18.1,11.3,80.5,2019,43.0
2019-03-15,64.1,41.0,53.6,80.1,0.18,12.5,rain,0.0,34.0,22.7,70.5,2019,44.0
2019-03-16,56.0,38.0,47.5,49.1,0.02,4.17,rain,0.0,42.3,29.7,34.2,2019,46.0
2019-03-17,42.1,33.1,37.2,33.2,0.0,0.0,,0.0,32.1,19.3,37.8,2019,32.0
2019-03-18,44.1,28.9,36.3,31.5,0.0,0.0,,0.0,24.4,14.9,18.4,2019,33.0
2019-03-19,47.0,32.8,38.8,37.4,0.0,0.0,,0.0,21.9,14.9,40.5,2019,33.0
2019-03-20,51.1,32.8,40.8,47.1,0.0,0.0,,0.0,23.3,20.5,23.5,2019,43.0
2019-03-21,51.2,35.7,42.5,64.0,0.0,0.0,,0.0,23.5,20.6,71.4,2019,48.0
2019-03-22,44.0,39.8,41.3,80.0,0.878,62.5,rain,0.0,41.0,33.7,76.0,2019,37.0
2019-03-23,47.0,34.1,40.7,56.7,0.043,8.33,rain,0.0,40.1,28.7,43.6,2019,31.0
2019-03-24,58.9,33.9,46.1,31.1,0.0,0.0,,0.0,31.0,19.4,37.9,2019,41.0
2019-03-25,51.1,36.9,44.1,38.4,0.0,0.0,,0.0,25.3,15.7,47.0,2019,35.0
2019-03-26,43.1,31.8,37.5,33.0,0.0,0.0,,0.0,21.3,14.9,25.1,2019,35.0
2019-03-27,40.0,29.8,36.0,35.0,0.0,0.0,,0.0,21.3,14.8,19.7,2019,36.0
2019-03-28,53.1,33.0,42.6,57.4,0.0,0.0,,0.0,30.5,22.7,29.7,2019,35.0
2019-03-29,57.8,44.1,50.5,68.3,0.047,20.83,rain,0.0,22.8,17.0,80.5,2019,42.0
2019-03-30,66.0,44.1,52.3,74.9,0.0,0.0,,0.0,32.8,21.7,51.9,2019,42.0
2019-03-31,69.1,42.1,55.8,74.1,0.097,20.83,rain,0.0,41.9,30.6,63.7,2019,48.0
2019-04-01,47.0,37.1,41.6,37.4,0.0,0.0,,0.0,37.7,24.9,25.7,2019,32.0
2019-04-02,53.1,30.5,42.3,39.7,0.0,0.0,,0.0,24.8,17.1,41.7,2019,36.0
2019-04-03,65.0,39.8,48.4,58.6,0.444,33.33,rain,0.0,46.9,30.8,60.1,2019,41.0
2019-04-04,51.2,39.8,45.4,22.1,0.0,0.0,,0.0,42.5,24.0,22.8,2019,34.0
2019-04-05,45.0,34.9,39.5,37.0,0.063,8.33,rain,0.0,19.0,16.9,70.9,2019,33.0
2019-04-06,65.9,37.1,50.1,66.9,0.161,25.0,rain,0.0,21.9,14.9,52.3,2019,34.0
2019-04-07,66.8,43.8,54.9,55.5,0.0,0.0,,0.0,21.5,15.9,54.8,2019,36.0
2019-04-08,55.9,38.0,44.6,82.9,0.316,41.67,rain,0.0,31.1,21.6,87.6,2019,45.0
2019-04-09,41.0,36.0,38.5,87.6,0.062,8.33,rain,0.0,21.0,16.9,94.1,2019,36.0
2019-04-10,46.9,37.9,41.5,61.1,0.011,4.17,rain,0.0,29.8,19.6,74.1,2019,28.0
2019-04-11,50.1,35.0,43.0,44.0,0.0,0.0,,0.0,19.9,16.0,50.1,2019,34.0
2019-04-12,54.0,41.9,48.4,63.7,0.0,0.0,,0.0,27.1,17.0,80.6,2019,39.0
2019-04-13,74.9,55.1,63.7,76.2,0.391,45.83,rain,0.0,34.9,20.6,58.0,2019,44.0
2019-04-14,64.1,50.2,57.4,69.7,0.033,12.5,rain,0.0,24.2,18.2,75.4,2019,36.0
2019-04-15,69.1,47.0,55.9,76.2,0.737,37.5,rain,0.0,47.2,26.1,61.4,2019,44.0
2019-04-16,61.0,43.1,50.9,35.9,0.0,0.0,,0.0,40.0,27.4,30.0,2019,29.0
2019-04-17,60.2,44.6,51.1,40.4,0.0,0.0,,0.0,21.9,17.8,20.5,2019,36.0
2019-04-18,61.0,42.8,48.9,65.8,0.0,0.0,,0.0,30.8,19.5,82.6,2019,33.0
2019-04-19,76.9,62.9,69.0,68.7,0.0,0.0,,0.0,43.7,30.8,74.7,2019,36.0
2019-04-20,73.1,62.2,67.1,84.6,0.2,45.83,rain,0.0,45.0,29.6,92.9,2019,37.0
2019-04-21,69.1,56.5,60.7,82.8,0.034,16.67,rain,0.0,23.0,16.0,57.6,2019,34.0
2019-04-22,57.0,49.9,53.7,87.9,2.08,41.67,rain,0.0,32.2,23.7,75.4,2019,29.0
2019-04-23,55.2,47.1,49.7,85.1,0.313,29.17,rain,0.0,21.5,16.0,93.3,2019,25.0
2019-04-24,66.8,47.1,55.1,71.3,0.122,16.67,rain,0.0,25.7,19.5,78.3,2019,29.0
2019-04-25,54.2,46.9,51.3,63.1,0.0,0.0,,0.0,19.2,18.0,30.1,2019,28.0
2019-04-26,50.0,46.1,47.8,85.3,0.607,41.67,rain,0.0,31.1,24.9,83.9,2019,23.0
2019-04-27,55.9,45.0,50.3,62.3,0.802,33.33,rain,0.0,43.4,26.1,72.9,2019,30.0
2019-04-28,55.9,44.9,49.3,56.5,0.012,8.33,rain,0.0,29.9,20.3,57.1,2019,32.0
2019-04-29,62.1,43.8,52.6,41.1,0.0,0.0,,0.0,21.9,16.9,32.9,2019,34.0
2019-04-30,53.9,45.0,48.7,71.4,0.146,25.0,rain,0.0,19.7,14.7,69.8,2019,30.0
2019-05-01,55.2,46.8,50.9,55.2,0.0,0.0,,0.0,16.3,11.3,94.7,2019,30.0
2019-05-02,49.9,45.0,47.0,87.1,0.066,20.83,rain,0.0,24.8,14.8,89.1,2019,39.0
2019-05-03,56.9,45.0,49.9,84.0,0.115,20.83,rain,0.0,20.1,14.7,83.4,2019,34.0
2019-05-04,55.1,48.0,51.0,87.1,0.14,16.67,rain,0.0,15.0,9.0,81.0,2019,39.0
2019-05-05,51.3,48.9,49.8,84.8,0.011,4.17,rain,0.0,17.2,10.2,56.2,2019,32.0
2019-05-06,58.0,48.7,52.5,73.2,0.0,0.0,,0.0,23.7,15.9,51.1,2019,29.0
2019-05-07,73.2,45.9,60.2,60.3,0.083,16.67,rain,0.0,27.5,17.2,39.0,2019,42.0
2019-05-08,62.0,52.1,56.9,64.8,0.0,0.0,,0.0,24.2,13.8,39.9,2019,38.0
2019-05-09,54.3,46.8,52.2,50.9,0.0,0.0,,0.0,19.7,18.2,43.2,2019,35.0
2019-05-10,65.9,51.2,56.9,66.4,0.011,4.17,rain,0.0,25.5,18.0,88.4,2019,34.0
2019-05-11,70.1,56.9,63.6,47.0,0.003,4.17,rain,0.0,23.0,16.0,43.8,2019,37.0
2019-05-12,55.1,44.0,47.9,64.7,0.395,58.33,rain,0.0,18.4,12.5,79.2,2019,28.0
2019-05-13,54.1,44.1,48.9,71.4,0.664,25.0,rain,0.0,31.3,24.7,61.5,2019,24.0
2019-05-14,47.0,43.1,45.3,82.9,0.308,37.5,rain,0.0,25.7,18.0,79.8,2019,29.0
2019-05-15,61.0,44.9,52.9,59.8,0.0,0.0,,0.0,21.9,16.0,76.1,2019,23.0
2019-05-16,64.1,49.8,57.0,66.7,0.011,4.17,rain,0.0,17.2,15.8,46.8,2019,32.0
2019-05-17,64.1,49.7,56.3,86.4,0.241,33.33,rain,0.0,26.4,12.5,57.8,2019,34.0
2019-05-18,69.3,55.0,61.1,53.5,0.0,0.0,,0.0,21.9,20.3,41.4,2019,61.0
2019-05-19,73.2,53.1,61.8,67.8,0.218,12.5,rain,0.0,36.6,23.9,62.4,2019,33.0
2019-05-20,86.0,66.0,74.0,71.7,0.135,20.83,rain,0.0,32.1,17.1,57.2,2019,38.0
2019-05-21,73.0,57.8,65.3,38.7,0.0,0.0,,0.0,40.1,26.2,34.8,2019,42.0
2019-05-22,67.9,55.9,60.0,42.9,0.0,0.0,,0.0,26.4,18.1,36.9,2019,27.0
2019-05-23,70.1,53.0,61.3,61.7,0.001,4.17,rain,0.0,34.3,24.9,82.2,2019,31.0
2019-05-24,72.0,54.0,64.3,62.0,0.122,8.33,rain,0.0,39.6,28.7,61.6,2019,30.0
2019-05-25,70.2,52.9,62.8,52.2,0.0,0.0,,0.0,25.3,19.4,36.0,2019,31.0
2019-05-26,87.2,54.0,72.9,54.7,0.257,12.5,rain,0.0,32.7,20.3,50.8,2019,38.0
2019-05-27,74.9,57.4,65.7,63.2,0.0,0.0,,0.0,19.7,16.9,40.7,2019,28.0
2019-05-28,64.0,52.1,56.6,67.7,0.296,41.67,rain,0.0,34.4,19.4,77.8,2019,29.0
2019-05-29,54.1,49.9,51.9,81.3,0.012,4.17,rain,0.0,22.8,15.9,81.3,2019,28.0
2019-05-30,65.0,52.0,57.6,78.9,0.012,4.17,rain,0.0,16.3,13.7,64.8,2019,22.0
2019-05-31,74.9,57.8,62.8,73.6,0.293,12.5,rain,0.0,22.1,16.9,51.5,2019,23.0
2019-06-01,63.5,54.1,59.2,84.1,0.0,0.0,,0.0,21.7,15.9,68.0,2019,28.0
2019-06-02,61.6,53.2,56.7,87.7,0.007,8.33,rain,0.0,18.6,15.8,83.1,2019,42.0
2019-06-03,73.1,57.9,64.3,43.6,0.083,16.67,rain,0.0,34.9,22.8,36.5,2019,28.0
2019-06-04,71.9,54.7,63.6,37.9,0.0,0.0,,0.0,24.2,13.8,44.3,2019,33.0
2019-06-05,83.0,61.1,72.3,52.4,0.0,0.0,,0.0,26.4,16.0,66.1,2019,49.0
2019-06-06,76.8,64.6,68.5,78.9,0.067,16.67,rain,0.0,26.6,14.7,67.3,2019,48.0
2019-06-07,72.2,64.0,68.9,57.1,0.0,0.0,,0.0,16.3,15.9,40.9,2019,39.0
2019-06-08,71.4,62.7,67.7,54.4,0.0,0.0,,0.0,17.9,14.7,26.2,2019,30.0
2019-06-09,78.1,56.7,67.9,47.4,0.0,0.0,,0.0,19.7,15.9,31.8,2019,39.0
2019-06-10,74.3,57.6,66.0,62.0,0.0,0.0,,0.0,23.3,16.9,59.8,2019,30.0
2019-06-11,78.2,63.2,70.9,70.4,0.683,54.17,rain,0.0,31.1,19.4,65.1,2019,29.0
2019-06-12,74.1,59.9,67.5,45.4,0.0,0.0,,0.0,21.9,18.0,37.0,2019,31.0
2019-06-13,61.9,53.1,57.3,79.3,0.623,45.83,rain,0.0,29.6,23.9,77.5,2019,28.0
2019-06-14,75.8,54.0,64.8,63.2,0.001,4.17,rain,0.0,32.1,22.8,52.6,2019,33.0
2019-06-15,83.0,61.9,72.8,42.1,0.0,0.0,,0.0,34.2,22.9,34.7,2019,41.0
2019-06-16,71.1,63.2,68.1,77.4,0.121,33.33,rain,0.0,27.7,17.1,67.0,2019,34.0
2019-06-17,73.1,65.1,69.5,70.5,0.0,0.0,,0.0,16.3,12.4,46.1,2019,42.0
2019-06-18,72.0,62.3,66.2,84.9,0.104,16.67,rain,0.0,16.8,8.9,61.6,2019,32.0
2019-06-19,71.2,60.4,65.6,84.5,0.0,0.0,,0.0,19.9,17.0,81.7,2019,51.0
2019-06-20,72.0,61.2,66.5,89.2,0.361,20.83,rain,0.0,22.6,12.6,73.9,2019,36.0
2019-06-21,74.0,61.1,67.8,76.9,1.136,29.17,rain,0.0,30.9,15.9,66.6,2019,18.0
2019-06-22,82.1,64.7,71.1,50.0,0.002,4.17,rain,0.0,32.1,20.5,40.2,2019,23.0
2019-06-23,87.1,65.6,76.8,39.7,0.0,0.0,,0.0,25.2,18.2,31.1,2019,27.0
2019-06-24,79.2,65.0,72.3,52.8,0.0,0.0,,0.0,19.2,16.9,39.6,2019,33.0
2019-06-25,73.1,62.5,68.0,83.3,0.131,25.0,rain,0.0,21.3,15.9,67.6,2019,44.0
2019-06-26,74.1,63.2,68.5,84.7,0.0,0.0,,0.0,14.8,12.4,56.4,2019,44.0
2019-06-27,70.5,61.1,65.8,84.7,0.0,0.0,,0.0,18.6,13.7,67.6,2019,26.0
2019-06-28,85.1,63.1,73.0,71.3,0.0,0.0,,0.0,13.9,12.5,40.4,2019,48.0
2019-06-29,84.0,70.1,76.6,69.1,1.604,25.0,rain,0.0,47.2,12.6,51.9,2019,49.0
2019-06-30,78.0,66.1,71.7,69.8,0.16,16.67,rain,0.0,35.6,20.4,42.3,2019,50.0
2019-07-01,82.9,64.1,73.3,61.5,0.0,0.0,,0.0,20.8,12.6,30.5,2019,25.0
2019-07-02,87.1,72.9,79.2,52.9,0.0,0.0,,0.0,19.7,13.7,53.2,2019,34.0
2019-07-03,85.1,73.7,79.7,56.7,0.0,0.0,,0.0,14.8,12.6,31.9,2019,55.0
2019-07-04,84.2,74.6,79.1,55.6,0.0,0.0,,0.0,14.3,10.2,36.2,2019,56.0
2019-07-05,90.0,70.9,81.0,57.8,0.0,0.0,,0.0,22.1,14.9,41.7,2019,69.0
2019-07-06,93.8,74.9,81.8,71.0,1.343,16.67,rain,0.0,31.9,19.3,56.4,2019,62.0
2019-07-07,76.9,66.8,71.9,65.7,0.0,0.0,,0.0,24.6,17.9,46.8,2019,38.0
2019-07-08,76.1,65.6,71.8,56.3,0.0,0.0,,0.0,14.8,11.1,35.3,2019,29.0
2019-07-09,88.1,69.6,79.5,43.1,0.0,0.0,,0.0,21.5,14.7,31.2,2019,34.0
2019-07-10,87.3,73.6,79.0,52.8,0.0,0.0,,0.0,22.8,14.6,50.1,2019,41.0
2019-07-11,85.9,70.8,76.6,70.7,0.008,4.17,rain,0.0,31.8,21.5,45.4,2019,59.0
2019-07-12,79.4,70.2,73.4,86.0,0.851,62.5,rain,0.0,28.0,13.6,58.6,2019,58.0
2019-07-13,88.1,71.9,79.4,59.9,0.0,0.0,,0.0,18.3,14.6,48.6,2019,31.0
2019-07-14,91.1,73.9,83.0,52.4,0.0,0.0,,0.0,21.9,15.8,51.0,2019,41.0
2019-07-15,85.9,70.8,78.5,44.8,0.0,0.0,,0.0,24.2,16.0,42.3,2019,41.0
2019-07-16,89.0,70.7,80.0,50.0,0.0,0.0,,0.0,21.5,14.7,51.3,2019,52.0
2019-07-17,92.0,75.8,81.7,67.1,0.44,20.83,rain,0.0,43.6,15.8,51.4,2019,40.0
2019-07-18,78.1,66.8,71.5,73.6,0.042,8.33,rain,0.0,27.5,18.1,73.9,2019,46.0
2019-07-19,92.1,66.8,78.5,63.5,0.0,0.0,,0.0,24.2,15.9,52.7,2019,57.0
2019-07-20,96.2,80.0,89.2,62.7,0.0,0.0,,0.0,20.8,13.6,49.7,2019,38.0
2019-07-21,97.1,83.0,90.0,50.2,0.0,0.0,,0.0,27.6,21.7,38.1,2019,50.0
2019-07-22,85.7,69.2,77.5,66.3,0.716,25.0,rain,0.0,24.8,18.2,52.7,2019,28.0
2019-07-23,71.1,63.0,67.0,78.4,1.172,58.33,rain,0.0,30.2,20.5,76.0,2019,43.0
2019-07-24,76.1,65.9,71.2,65.0,0.0,0.0,,0.0,13.2,11.3,44.0,2019,28.0
2019-07-25,76.1,68.9,73.0,63.3,0.0,0.0,,0.0,14.1,14.6,31.4,2019,36.0
2019-07-26,81.1,66.6,75.2,66.8,0.0,0.0,,0.0,14.3,12.4,17.3,2019,37.0
2019-07-27,82.3,69.1,75.3,60.8,0.0,0.0,,0.0,16.3,18.0,39.5,2019,48.0
2019-07-28,92.9,69.0,80.6,59.6,0.0,0.0,,0.0,27.7,17.1,19.3,2019,45.0
2019-07-29,92.1,75.7,84.3,60.3,0.011,8.33,rain,0.0,21.9,14.8,42.4,2019,44.0
2019-07-30,96.1,74.0,84.4,63.6,0.0,0.0,,0.0,19.0,15.8,38.5,2019,58.0
2019-07-31,93.8,74.0,80.8,65.7,1.217,12.5,rain,0.0,72.6,47.7,33.6,2019,67.0
2019-08-01,88.1,73.9,80.5,53.0,0.0,0.0,,0.0,16.1,11.2,39.4,2019,52.0
2019-08-02,81.2,68.8,75.5,48.1,0.0,0.0,,0.0,18.3,11.3,21.2,2019,43.0
2019-08-03,86.0,67.9,77.9,61.6,0.0,0.0,,0.0,23.9,17.0,58.1,2019,36.0
2019-08-04,84.0,72.1,76.2,67.5,0.0,0.0,,0.0,19.0,14.7,53.5,2019,40.0
2019-08-05,77.2,65.6,72.2,50.7,0.0,0.0,,0.0,19.7,14.6,31.6,2019,39.0
2019-08-06,75.2,64.0,70.9,81.5,0.0,0.0,,0.0,16.3,12.5,42.9,2019,27.0
2019-08-07,84.0,69.2,76.8,74.8,0.015,12.5,rain,0.0,29.0,19.1,45.8,2019,42.0
2019-08-08,87.2,70.2,77.7,69.0,0.038,12.5,rain,0.0,24.1,19.4,60.6,2019,43.0
2019-08-09,86.0,69.0,78.4,48.2,0.0,0.0,,0.0,23.0,14.9,29.4,2019,28.0
2019-08-10,82.2,69.8,74.3,45.6,0.0,0.0,,0.0,29.8,17.1,36.7,2019,29.0
2019-08-11,80.2,61.8,72.3,48.4,0.0,0.0,,0.0,23.0,15.9,31.3,2019,23.0
2019-08-12,86.0,64.8,77.8,48.8,0.0,0.0,,0.0,21.9,14.8,42.7,2019,40.0
2019-08-13,80.1,74.0,77.1,66.9,0.0,0.0,,0.0,24.2,18.1,61.2,2019,38.0
2019-08-14,76.0,64.1,70.3,74.9,0.0,0.0,,0.0,21.0,12.6,55.1,2019,44.0
2019-08-15,73.4,62.9,66.7,82.4,0.0,0.0,,0.0,18.6,13.7,53.0,2019,42.0
2019-08-16,74.3,63.0,68.5,82.5,0.0,0.0,,0.0,18.8,13.8,55.9,2019,33.0
2019-08-17,73.5,67.0,69.8,83.3,0.0,0.0,,0.0,18.6,13.5,71.5,2019,29.0
2019-08-18,80.4,69.3,74.4,80.6,0.158,16.67,rain,0.0,19.0,17.0,64.0,2019,32.0
2019-08-19,93.0,75.0,82.6,65.0,0.008,4.17,rain,0.0,26.4,17.0,43.6,2019,38.0
2019-08-20,83.2,71.9,77.8,59.1,0.0,0.0,,0.0,15.7,13.6,37.3,2019,40.0
2019-08-21,87.2,69.0,77.2,73.0,0.069,20.83,rain,0.0,27.7,16.9,46.9,2019,42.0
2019-08-22,92.8,71.9,81.4,64.0,0.0,0.0,,0.0,24.2,14.9,43.2,2019,43.0
2019-08-23,81.0,70.9,76.2,46.1,0.0,0.0,,0.0,18.3,12.5,57.3,2019,38.0
2019-08-24,73.2,61.7,67.8,58.7,0.0,0.0,,0.0,22.8,17.1,23.8,2019,29.0
2019-08-25,70.1,61.0,65.2,68.7,0.0,0.0,,0.0,29.3,21.6,40.4,2019,24.0
2019-08-26,72.1,56.7,64.6,66.8,0.0,0.0,,0.0,26.4,14.9,22.9,2019,23.0
2019-08-27,74.1,58.6,67.1,62.6,0.0,0.0,,0.0,18.3,15.9,39.7,2019,29.0
2019-08-28,74.2,62.9,68.9,74.1,0.374,37.5,rain,0.0,29.8,16.9,70.9,2019,36.0
2019-08-29,85.9,68.0,75.7,65.3,0.6,25.0,rain,0.0,20.4,13.7,55.2,2019,33.0
2019-08-30,87.2,64.7,77.2,51.7,0.0,0.0,,0.0,26.6,20.5,12.2,2019,51.0
2019-08-31,81.0,68.8,75.3,41.4,0.0,0.0,,0.0,20.8,12.6,35.1,2019,40.0
2019-09-01,71.2,61.7,67.2,62.8,0.0,0.0,,0.0,18.1,12.6,35.7,2019,25.0
2019-09-02,76.9,62.0,69.2,72.5,1.085,20.83,rain,0.0,26.4,13.7,55.5,2019,25.0
2019-09-03,75.1,66.6,70.7,69.7,0.0,0.0,,0.0,16.1,12.6,30.8,2019,28.0
2019-09-04,86.0,65.0,74.1,71.3,0.324,8.33,rain,0.0,28.2,20.6,62.8,2019,36.0
2019-09-05,71.0,61.9,65.7,56.9,0.0,0.0,,0.0,19.0,12.6,44.6,2019,33.0
