datetime,tempmax,tempmin,temp,humidity,precip,precipcover,preciptype,snow,windgust,windspeed,cloudcover,year,overall_AQI
2016-12-24,44.1,36.0,40.5,77.4,0.379,20.83,rain,0.0,25.3,15.9,68.7,2016,52.0
2016-12-25,45.0,28.0,37.3,55.3,0.0,0.0,,0.0,28.7,17.1,15.2,2016,58.0
2016-12-26,41.1,23.9,31.9,62.8,0.0,0.0,,0.0,40.9,15.8,57.8,2016,40.0
2016-12-27,56.9,39.8,51.3,70.6,0.011,4.17,rain,0.0,45.9,32.0,74.8,2016,44.0
2016-12-28,42.1,31.7,37.9,53.1,0.0,0.0,,0.0,24.2,18.2,69.0,2016,42.0
2016-12-29,42.1,29.7,35.1,82.2,1.135,41.67,"rain,snow",0.0,33.3,23.6,76.4,2016,43.0
2016-12-30,39.8,29.8,35.4,63.3,0.001,4.17,rain,0.0,35.5,22.7,29.6,2016,48.0
2016-12-31,41.0,26.9,33.1,60.6,0.032,8.33,rain,0.0,29.9,19.4,51.6,2016,39.0
2017-01-01,44.1,34.7,39.1,65.3,0.107,20.83,rain,0.0,33.7,22.7,33.3,2017,48.0
2017-01-01,44.1,34.7,39.1,65.3,0.107,20.83,rain,0.0,33.7,22.7,33.3,2017,48.0
2017-01-02,40.9,28.7,35.8,74.2,0.0,0.0,,0.0,15.0,10.0,46.8,2017,47.0
2017-01-03,44.1,39.9,41.8,93.7,0.858,66.67,rain,0.0,31.5,23.7,74.8,2017,54.0
2017-01-04,47.9,35.0,41.6,85.8,0.087,25.0,rain,0.0,34.6,20.5,73.3,2017,26.0
2017-01-05,34.0,27.0,30.1,47.9,0.0,0.0,,0.0,34.4,20.6,38.0,2017,28.0
2017-01-06,30.8,25.0,27.9,62.8,0.061,12.5,snow,0.2,16.8,11.3,68.5,2017,48.0
2017-01-07,24.1,17.1,20.9,72.9,0.188,41.67,snow,1.0,33.4,23.8,71.8,2017,61.0
2017-01-08,21.8,12.5,17.6,57.1,0.003,4.17,snow,1.0,30.2,16.1,37.9,2017,52.0
2017-01-09,19.1,10.5,15.2,54.9,0.0,0.0,,0.0,23.0,15.8,24.5,2017,51.0
2017-01-10,38.9,16.5,27.0,74.5,0.118,20.83,rain,0.0,33.1,25.8,42.8,2017,65.0
2017-01-11,55.1,39.0,46.3,75.6,0.125,16.67,rain,0.0,45.5,26.1,63.5,2017,64.0
2017-01-12,60.2,41.0,52.8,87.5,0.156,29.17,rain,0.0,35.6,22.7,60.7,2017,45.0
2017-01-13,57.7,27.0,43.7,51.2,0.0,0.0,,0.0,33.9,23.8,31.2,2017,50.0
2017-01-14,29.9,19.0,25.5,41.8,0.0,0.0,,0.0,21.3,14.8,48.2,2017,34.0
2017-01-15,37.2,26.7,31.1,54.6,0.0,0.0,,0.0,21.9,14.5,18.4,2017,40.0
2017-01-16,42.1,23.8,32.8,49.6,0.0,0.0,,0.0,21.9,18.2,29.1,2017,56.0
2017-01-17,42.2,31.7,37.3,65.2,0.268,20.83,rain,0.0,31.1,20.3,43.7,2017,58.0
2017-01-18,39.7,33.1,37.0,98.3,0.394,75.0,"rain,snow",0.3,21.7,21.4,79.3,2017,56.0
2017-01-19,46.1,32.0,38.3,79.4,0.0,0.0,,0.0,18.3,13.6,73.5,2017,39.0
2017-01-20,39.0,34.8,37.6,78.6,0.0,0.0,,0.0,14.1,8.9,93.0,2017,58.0
2017-01-21,55.1,37.1,45.2,81.7,0.0,0.0,,0.0,15.4,12.6,77.4,2017,47.0
2017-01-22,47.0,38.7,41.7,92.8,0.062,16.67,rain,0.0,27.5,21.5,78.2,2017,62.0
2017-01-23,39.8,36.0,37.3,87.2,0.229,29.17,rain,0.0,42.2,32.7,68.8,2017,47.0
2017-01-24,42.1,35.1,38.4,95.9,1.155,66.67,rain,0.0,48.2,38.4,96.3,2017,30.0
2017-01-25,44.1,36.0,38.9,73.6,0.036,8.33,rain,0.0,34.9,22.9,51.4,2017,30.0
2017-01-26,51.1,38.0,43.1,74.7,0.057,20.83,rain,0.0,37.9,20.6,67.0,2017,32.0
2017-01-27,43.1,36.0,40.0,51.7,0.0,0.0,,0.0,42.3,27.4,58.0,2017,48.0
2017-01-28,39.8,34.0,36.9,49.8,0.0,0.0,,0.0,31.1,20.6,55.4,2017,29.0
2017-01-29,42.1,29.9,35.8,51.8,0.0,0.0,,0.0,27.5,17.0,64.1,2017,36.0
2017-01-30,36.0,26.0,31.3,44.2,0.0,0.0,,0.0,24.2,14.9,55.3,2017,49.0
2017-01-31,28.1,19.9,24.7,64.7,0.058,20.83,snow,0.0,25.3,15.9,36.4,2017,46.0
2017-02-01,42.2,27.0,34.3,71.1,0.069,25.0,"rain,snow",0.4,34.4,23.7,64.7,2017,48.0
2017-02-02,39.8,29.8,34.4,47.1,0.0,0.0,,0.0,29.4,19.3,30.8,2017,67.0
2017-02-03,32.0,25.8,28.9,43.3,0.0,0.0,,0.0,25.3,17.0,33.2,2017,44.0
2017-02-04,33.2,20.9,26.8,44.4,0.0,0.0,,0.0,29.1,18.2,32.9,2017,58.0
2017-02-05,43.1,26.0,34.0,47.9,0.0,0.0,,0.0,36.7,22.8,67.6,2017,51.0
2017-02-06,38.0,31.9,35.3,37.2,0.0,0.0,,0.0,33.3,23.8,53.5,2017,56.0
2017-02-07,38.8,33.1,35.5,83.2,0.433,54.17,"rain,snow",1.5,31.1,24.0,94.8,2017,44.0
2017-02-08,51.1,25.1,37.5,80.0,0.022,8.33,snow,0.0,25.3,16.1,80.3,2017,32.0
2017-02-09,37.9,12.0,26.6,79.1,0.386,45.83,"rain,snow",2.9,44.4,33.9,83.5,2017,58.0
2017-02-10,24.2,11.9,17.3,44.7,0.0,0.0,snow,0.3,34.8,22.9,40.9,2017,41.0
2017-02-11,27.8,15.2,21.1,88.1,0.207,33.33,snow,0.6,21.3,12.6,89.4,2017,46.0
2017-02-12,35.1,20.0,28.3,92.2,0.712,58.33,"rain,snow",0.1,29.8,22.4,86.1,2017,76.0
2017-02-13,34.0,24.2,28.7,75.7,0.13,20.83,"rain,snow",2.0,45.0,27.4,57.0,2017,48.0
2017-02-14,33.2,21.8,28.0,63.6,0.0,0.0,,0.0,27.3,17.0,33.6,2017,43.0
2017-02-15,39.0,26.8,33.7,90.7,0.221,29.17,"rain,snow",0.0,20.8,13.7,70.7,2017,53.0
2017-02-16,34.1,28.1,31.8,75.3,0.071,16.67,"rain,snow",0.6,31.0,21.6,65.7,2017,61.0
2017-02-17,39.8,24.1,31.3,47.5,0.0,0.0,,0.0,26.6,19.5,16.9,2017,49.0
2017-02-18,48.0,26.7,38.7,52.9,0.0,0.0,,0.0,33.3,20.6,34.2,2017,46.0
2017-02-19,58.9,39.6,49.9,53.9,0.0,0.0,,0.0,31.0,21.6,50.8,2017,56.0
2017-02-20,47.8,35.0,41.3,45.8,0.0,0.0,,0.0,26.2,16.0,33.2,2017,57.0
2017-02-21,39.1,29.6,35.5,59.3,0.0,0.0,,0.0,16.8,13.7,44.3,2017,40.0
2017-02-22,55.1,38.0,43.2,74.1,0.0,0.0,,0.0,17.0,13.6,48.6,2017,44.0
2017-02-23,68.0,38.7,51.8,75.8,0.0,0.0,,0.0,32.0,20.6,35.2,2017,61.0
2017-02-24,72.0,46.1,57.3,79.6,0.0,0.0,,0.0,29.5,22.8,34.1,2017,66.0
2017-02-25,66.9,51.3,57.1,89.9,0.073,12.5,rain,0.0,27.6,18.1,71.6,2017,46.0
2017-02-26,48.8,33.9,40.1,49.4,0.031,4.17,rain,0.0,36.9,21.8,47.3,2017,29.0
2017-02-27,54.0,29.8,41.5,45.3,0.0,0.0,,0.0,33.6,24.9,31.1,2017,30.0
2017-02-28,50.1,38.7,44.8,76.6,0.0,0.0,,0.0,18.8,12.6,73.1,2017,49.0
2017-03-01,62.1,48.0,55.4,90.2,0.022,8.33,rain,0.0,31.2,21.6,88.1,2017,60.0
2017-03-02,59.0,31.9,44.2,48.4,0.0,0.0,,0.0,48.1,31.1,33.9,2017,43.0
2017-03-03,36.0,23.0,30.5,36.5,0.0,0.0,,0.0,32.5,23.8,29.6,2017,46.0
2017-03-04,21.0,11.0,16.2,36.0,0.0,0.0,,0.0,38.0,25.1,29.9,2017,36.0
2017-03-05,32.0,9.0,20.3,26.5,0.0,0.0,,0.0,36.6,26.0,3.2,2017,51.0
2017-03-06,36.2,15.8,26.9,36.1,0.0,0.0,,0.0,21.7,14.6,28.8,2017,49.0
2017-03-07,47.1,29.9,39.4,78.4,0.023,12.5,rain,0.0,24.4,15.9,82.0,2017,48.0
2017-03-08,57.0,45.1,51.3,63.2,0.055,12.5,rain,0.0,30.8,19.4,56.1,2017,49.0
2017-03-09,50.0,38.9,44.9,38.1,0.0,0.0,,0.0,46.0,34.0,26.0,2017,41.0
2017-03-10,38.0,25.1,31.2,73.5,0.203,41.67,"rain,snow",1.6,37.9,25.0,81.0,2017,43.0
2017-03-11,23.0,11.0,16.2,44.9,0.022,8.33,snow,0.0,38.6,26.2,45.9,2017,42.0
2017-03-12,26.9,8.9,17.7,36.7,0.0,0.0,,0.0,32.1,21.7,13.5,2017,48.0
2017-03-13,33.2,13.9,22.9,44.0,0.0,0.0,,0.0,25.8,18.2,31.8,2017,58.0
2017-03-14,38.0,27.0,31.7,87.3,0.689,58.33,"rain,snow",0.2,56.0,45.3,88.2,2017,52.0
2017-03-15,29.0,19.1,24.4,60.7,0.0,0.0,"rain,snow",0.1,36.5,24.9,40.4,2017,43.0
2017-03-16,34.1,21.8,27.2,46.8,0.0,0.0,,0.0,32.2,23.8,27.0,2017,40.0
2017-03-17,42.2,26.9,33.5,38.2,0.0,0.0,,0.0,24.1,14.9,30.3,2017,38.0
2017-03-18,35.1,23.9,31.6,61.3,0.0,0.0,,0.0,23.3,14.8,31.2,2017,44.0
2017-03-19,38.0,30.8,34.4,74.7,0.011,4.17,"rain,snow",0.0,36.2,24.9,77.9,2017,30.0
2017-03-20,52.0,31.9,41.1,38.8,0.0,0.0,,0.0,30.8,20.5,29.3,2017,34.0
2017-03-21,53.1,39.4,45.8,37.8,0.0,0.0,,0.0,24.2,14.8,56.2,2017,43.0
2017-03-22,43.0,19.1,32.9,40.0,0.0,0.0,,0.0,46.9,30.8,25.9,2017,46.0
2017-03-23,38.0,17.9,27.6,28.2,0.0,0.0,,0.0,37.3,25.9,10.7,2017,40.0
2017-03-24,46.1,27.9,36.7,55.0,0.031,8.33,rain,0.0,36.6,18.3,57.2,2017,42.0
2017-03-25,46.1,35.7,40.3,81.0,0.079,16.67,rain,0.0,23.7,10.1,73.1,2017,52.0
2017-03-26,39.9,29.6,35.6,73.0,0.0,0.0,,0.0,24.8,16.0,72.6,2017,63.0
2017-03-27,44.1,35.8,39.5,93.3,0.486,37.5,rain,0.0,21.5,12.4,95.2,2017,41.0
2017-03-28,39.9,36.0,37.9,96.1,0.568,29.17,rain,0.0,14.3,9.1,90.8,2017,48.0
2017-03-29,47.0,37.2,40.7,76.3,0.203,16.67,rain,0.0,33.2,20.7,72.5,2017,32.0
2017-03-30,47.1,35.0,39.6,53.4,0.0,0.0,,0.0,23.0,15.8,37.7,2017,35.0
2017-03-31,39.8,33.2,36.1,85.9,0.67,54.17,"rain,snow",0.2,28.6,22.6,77.1,2017,31.0
2017-04-01,38.0,33.2,35.4,95.2,1.762,83.33,"rain,snow",5.0,38.9,25.0,87.5,2017,39.0
2017-04-02,56.9,33.2,43.4,64.6,0.0,0.0,,0.0,29.8,17.1,46.7,2017,37.0
2017-04-03,54.0,39.5,46.1,52.2,0.0,0.0,,0.0,19.7,13.7,41.7,2017,46.0
2017-04-04,44.2,38.9,40.8,91.3,0.64,62.5,rain,0.0,36.7,26.0,91.0,2017,38.0
2017-04-05,41.1,37.2,39.2,91.4,0.035,8.33,rain,0.0,17.9,12.6,86.8,2017,35.0
2017-04-06,48.0,38.0,39.9,95.5,1.357,45.83,rain,0.0,43.6,23.7,90.8,2017,31.0
2017-04-07,54.0,42.2,48.3,73.1,0.0,0.0,,0.0,40.0,26.1,55.6,2017,27.0
2017-04-08,47.9,38.0,43.6,51.5,0.0,0.0,,0.0,32.9,23.9,70.6,2017,35.0
2017-04-09,65.9,40.8,51.7,39.6,0.0,0.0,,0.0,21.9,13.8,32.1,2017,36.0
2017-04-10,75.8,45.0,59.9,42.8,0.0,0.0,,0.0,29.0,20.6,44.7,2017,46.0
2017-04-11,83.1,52.1,65.0,53.3,0.0,0.0,,0.0,27.3,16.0,41.4,2017,49.0
2017-04-12,62.1,48.1,54.3,76.6,0.026,12.5,rain,0.0,20.1,13.6,35.0,2017,58.0
2017-04-13,57.8,45.9,52.0,47.9,0.0,0.0,,0.0,28.2,17.1,53.7,2017,57.0
2017-04-14,59.0,44.6,50.8,45.2,0.0,0.0,,0.0,20.9,15.8,20.2,2017,36.0
2017-04-15,69.2,41.9,55.5,52.6,0.0,0.0,,0.0,38.9,30.6,32.1,2017,45.0
2017-04-16,84.9,56.9,72.2,53.5,0.0,0.0,,0.0,37.0,23.0,48.1,2017,44.0
2017-04-17,74.0,54.2,66.9,49.4,0.0,0.0,,0.0,31.1,21.9,44.5,2017,47.0
2017-04-18,52.1,39.8,46.7,66.4,0.0,0.0,,0.0,26.4,18.2,54.9,2017,33.0
2017-04-19,55.1,38.8,45.0,67.4,0.051,8.33,rain,0.0,25.7,20.6,58.7,2017,30.0
2017-04-20,55.3,44.1,48.4,88.3,0.032,8.33,rain,0.0,22.8,17.0,77.6,2017,37.0
2017-04-21,45.1,44.1,44.4,98.4,0.504,75.0,rain,0.0,25.5,18.1,93.0,2017,40.0
2017-04-22,45.0,43.0,43.7,95.2,0.067,20.83,rain,0.0,19.7,14.7,87.6,2017,29.0
2017-04-23,56.1,41.9,48.9,70.5,0.0,0.0,,0.0,24.2,20.4,27.6,2017,34.0
2017-04-24,63.2,44.8,54.1,61.3,0.0,0.0,,0.0,19.5,14.8,38.5,2017,29.0
2017-04-25,51.1,46.1,47.5,91.1,0.793,50.0,rain,0.0,30.2,22.6,74.1,2017,30.0
2017-04-26,55.1,47.0,50.7,99.7,0.671,79.17,rain,0.0,30.6,19.3,98.2,2017,26.0
2017-04-27,57.8,50.3,53.5,94.5,0.0,0.0,,0.0,14.8,12.5,76.2,2017,35.0
2017-04-28,81.1,52.3,66.6,76.0,0.012,4.17,rain,0.0,21.9,12.7,62.1,2017,37.0
2017-04-29,83.1,61.1,72.1,55.8,0.0,0.0,,0.0,43.6,24.1,42.7,2017,45.0
2017-04-30,65.9,46.2,51.2,57.3,0.013,8.33,rain,0.0,25.3,18.0,59.4,2017,52.0
2017-05-01,47.9,45.1,46.8,88.3,0.0,0.0,,0.0,17.2,11.3,98.2,2017,22.0
2017-05-02,63.0,44.2,51.6,91.1,0.2,37.5,rain,0.0,32.4,23.0,73.6,2017,31.0
2017-05-03,62.1,48.7,55.7,49.9,0.0,0.0,,0.0,33.8,21.9,32.4,2017,43.0
2017-05-04,55.5,45.7,51.2,51.6,0.0,0.0,,0.0,21.9,21.7,43.4,2017,32.0
2017-05-05,51.2,47.0,48.8,86.6,0.648,37.5,rain,0.0,39.1,19.4,82.1,2017,38.0
2017-05-06,65.1,49.9,57.4,90.8,0.107,16.67,rain,0.0,31.7,20.7,74.3,2017,35.0
2017-05-07,64.1,51.2,56.8,68.3,0.0,0.0,,0.0,32.1,22.9,67.3,2017,33.0
2017-05-08,55.1,44.9,49.4,56.4,0.0,0.0,,0.0,29.3,17.0,59.4,2017,31.0
2017-05-09,50.0,42.8,46.4,66.5,0.0,0.0,,0.0,12.3,15.9,46.2,2017,29.0
2017-05-10,55.1,46.9,50.7,63.9,0.0,0.0,,0.0,16.1,13.7,65.3,2017,31.0
2017-05-11,53.2,47.8,50.1,74.5,0.0,0.0,,0.0,23.5,15.9,61.7,2017,31.0
2017-05-12,53.2,46.7,49.6,85.1,0.011,4.17,rain,0.0,19.9,14.7,57.2,2017,25.0
2017-05-13,52.2,45.9,48.7,84.7,0.001,4.17,rain,0.0,21.0,19.3,55.5,2017,26.0
2017-05-14,50.0,46.1,48.1,92.1,0.962,75.0,rain,0.0,33.7,22.7,78.3,2017,31.0
2017-05-15,61.0,47.0,52.7,74.3,0.1,33.33,rain,0.0,34.4,20.6,53.8,2017,39.0
2017-05-16,80.9,54.9,67.7,47.0,0.0,0.0,,0.0,26.4,17.0,30.2,2017,33.0
2017-05-17,92.0,60.9,76.4,44.5,0.0,0.0,,0.0,26.6,20.6,43.2,2017,70.0
2017-05-18,94.9,73.9,84.2,43.9,0.0,0.0,,0.0,30.9,20.5,39.9,2017,74.0
2017-05-19,89.1,62.1,77.6,54.7,0.064,8.33,rain,0.0,41.4,21.7,36.3,2017,59.0
2017-05-20,60.1,53.0,57.1,53.5,0.0,0.0,,0.0,23.0,18.0,38.5,2017,49.0
2017-05-21,60.4,49.7,56.3,57.4,0.0,0.0,,0.0,16.8,14.8,44.5,2017,29.0
2017-05-22,56.8,50.0,53.2,74.8,0.108,33.33,rain,0.0,21.0,12.6,82.9,2017,34.0
2017-05-23,66.9,53.1,58.3,80.2,0.024,8.33,rain,0.0,19.9,10.1,65.9,2017,33.0
2017-05-24,63.1,54.0,58.1,83.1,0.0,0.0,,0.0,16.6,10.3,65.9,2017,36.0
2017-05-25,55.1,51.2,53.0,94.5,0.437,54.17,rain,0.0,28.7,21.7,76.0,2017,40.0
2017-05-26,59.0,48.8,53.1,91.9,0.76,50.0,rain,0.0,26.4,19.4,84.6,2017,23.0
2017-05-27,60.5,53.1,56.6,79.8,0.0,0.0,,0.0,14.8,14.8,69.3,2017,29.0
2017-05-28,64.3,54.0,59.1,80.7,0.0,0.0,,0.0,16.1,14.8,65.2,2017,28.0
2017-05-29,56.0,48.8,50.9,91.8,0.051,12.5,rain,0.0,26.2,14.9,87.6,2017,40.0
2017-05-30,58.9,48.8,52.7,91.3,0.0,0.0,,0.0,18.6,12.6,68.9,2017,29.0
2017-05-31,67.3,54.0,60.5,88.4,0.054,12.5,rain,0.0,21.9,12.7,80.9,2017,35.0
2017-06-01,78.1,55.9,67.0,64.1,0.169,12.5,rain,0.0,45.9,17.0,36.0,2017,39.0
2017-06-02,70.1,56.5,64.3,44.2,0.011,4.17,rain,0.0,29.8,20.6,42.7,2017,33.0
2017-06-03,67.9,51.8,60.9,56.9,0.0,0.0,,0.0,21.9,15.8,54.1,2017,36.0
2017-06-04,69.1,54.8,61.5,67.9,0.151,16.67,rain,0.0,14.5,13.6,51.0,2017,36.0
2017-06-05,56.9,52.1,54.5,97.8,0.306,37.5,rain,0.0,29.8,22.6,93.2,2017,32.0
2017-06-06,52.1,47.1,49.4,96.8,1.079,95.83,rain,0.0,37.9,25.9,81.4,2017,23.0
2017-06-07,62.3,50.0,56.0,78.8,0.076,25.0,rain,0.0,19.7,13.7,34.8,2017,24.0
2017-06-08,70.3,51.8,60.7,70.3,0.0,0.0,,0.0,18.3,15.8,41.3,2017,33.0
2017-06-09,77.0,55.1,65.6,64.8,0.001,4.17,rain,0.0,28.8,20.6,53.0,2017,48.0
2017-06-10,83.9,61.8,73.9,48.8,0.0,0.0,,0.0,25.3,18.2,36.3,2017,60.0
2017-06-11,91.1,66.7,79.6,53.7,0.0,0.0,,0.0,32.4,22.7,40.3,2017,69.0
2017-06-12,94.9,71.9,84.6,48.7,0.0,0.0,,0.0,23.0,18.1,25.6,2017,61.0
2017-06-13,93.8,76.7,84.2,53.1,0.498,8.33,rain,0.0,30.3,20.3,33.8,2017,64.0
2017-06-14,74.9,61.0,68.0,59.7,0.019,4.17,rain,0.0,19.7,15.8,61.6,2017,63.0
2017-06-15,75.0,56.7,64.5,57.0,0.0,0.0,,0.0,24.2,19.4,27.7,2017,39.0
2017-06-16,70.1,57.0,62.5,78.4,2.041,29.17,rain,0.0,26.2,14.8,73.4,2017,41.0
2017-06-17,66.1,59.0,62.5,94.6,0.07,16.67,rain,0.0,16.6,7.9,86.9,2017,33.0
2017-06-18,83.0,68.0,74.1,85.7,0.0,0.0,,0.0,30.2,21.6,77.6,2017,35.0
2017-06-19,84.0,70.1,75.5,84.7,0.035,8.33,rain,0.0,32.0,22.9,77.2,2017,22.0
2017-06-20,84.8,69.2,76.4,68.1,0.129,12.5,rain,0.0,35.6,21.8,57.8,2017,44.0
2017-06-21,83.0,66.6,75.8,49.6,0.0,0.0,,0.0,28.3,18.3,31.0,2017,42.0
2017-06-22,83.9,64.1,74.3,48.8,0.0,0.0,,0.0,18.1,12.7,30.6,2017,37.0
2017-06-23,88.1,66.0,76.1,71.5,0.0,0.0,,0.0,30.1,20.6,46.5,2017,41.0
2017-06-24,87.2,71.2,77.1,72.9,0.078,8.33,rain,0.0,30.6,20.5,38.9,2017,47.0
2017-06-25,84.8,65.8,75.3,47.6,0.002,4.17,rain,0.0,35.6,18.0,39.6,2017,42.0
2017-06-26,78.2,62.7,70.9,53.3,0.0,0.0,,0.0,21.9,15.9,38.3,2017,33.0
2017-06-27,75.7,58.9,66.2,68.6,0.102,33.33,rain,0.0,39.0,27.2,41.9,2017,39.0
2017-06-28,78.1,57.6,67.9,56.2,0.0,0.0,,0.0,23.5,14.9,30.5,2017,50.0
2017-06-29,78.2,62.9,70.6,60.4,0.0,0.0,,0.0,24.2,17.0,49.4,2017,40.0
2017-06-30,83.1,68.0,74.3,73.5,0.074,16.67,rain,0.0,28.4,18.1,52.5,2017,50.0
2017-07-01,86.0,69.2,76.5,80.4,0.001,4.17,rain,0.0,33.6,21.7,53.5,2017,54.0
2017-07-02,88.1,71.1,80.2,61.8,0.107,12.5,rain,0.0,29.9,20.6,40.4,2017,44.0
2017-07-03,87.1,70.7,79.4,51.5,0.001,4.17,rain,0.0,25.0,19.5,42.5,2017,35.0
2017-07-04,82.1,67.6,74.5,51.8,0.0,0.0,,0.0,12.3,11.0,31.8,2017,35.0
2017-07-05,78.3,63.8,71.1,58.0,0.0,0.0,,0.0,20.4,15.7,18.6,2017,54.0
2017-07-06,81.0,61.9,71.0,62.9,0.0,0.0,,0.0,19.7,13.8,34.6,2017,64.0
2017-07-07,69.3,62.2,65.8,85.9,0.308,29.17,rain,0.0,26.2,16.9,61.4,2017,37.0
2017-07-08,87.0,63.0,72.9,79.0,0.392,20.83,rain,0.0,26.0,17.1,57.9,2017,40.0
2017-07-09,82.1,65.7,74.6,55.4,0.0,0.0,,0.0,23.4,16.0,22.2,2017,40.0
2017-07-10,86.1,64.8,76.8,50.5,0.0,0.0,,0.0,29.8,20.4,32.6,2017,41.0
2017-07-11,82.0,66.9,73.3,81.6,0.174,25.0,rain,0.0,24.8,19.2,54.9,2017,48.0
2017-07-12,80.2,70.9,74.7,83.3,1.326,25.0,rain,0.0,43.7,15.9,41.7,2017,43.0
2017-07-13,71.0,58.9,63.4,92.0,0.14,12.5,rain,0.0,25.7,15.9,95.7,2017,54.0
2017-07-14,65.9,60.1,62.2,84.2,0.001,4.17,rain,0.0,16.8,10.2,64.6,2017,46.0
2017-07-15,73.4,62.1,66.8,86.1,0.0,0.0,,0.0,15.2,11.1,62.2,2017,29.0
2017-07-16,81.1,68.8,74.7,71.1,0.0,0.0,,0.0,14.5,15.6,24.7,2017,38.0
2017-07-17,82.2,69.0,75.8,72.9,0.0,0.0,,0.0,19.7,12.7,31.9,2017,40.0
2017-07-18,80.1,69.1,73.9,86.9,0.128,16.67,rain,0.0,23.0,13.6,48.9,2017,36.0
2017-07-19,90.0,71.9,81.2,68.3,0.0,0.0,,0.0,26.5,15.9,43.3,2017,45.0
2017-07-20,91.1,72.1,82.5,56.7,0.0,0.0,,0.0,21.9,13.7,39.1,2017,50.0
2017-07-21,89.9,72.8,81.9,50.8,0.0,0.0,,0.0,27.3,13.7,22.7,2017,53.0
2017-07-22,82.2,74.0,77.0,58.9,0.0,0.0,,0.0,21.9,13.6,55.0,2017,46.0
2017-07-23,76.8,64.1,69.2,65.8,0.0,0.0,,0.0,32.1,22.7,63.4,2017,54.0
2017-07-24,65.0,57.8,61.0,88.4,1.389,62.5,rain,0.0,30.0,21.5,70.1,2017,32.0
2017-07-25,65.0,56.0,60.2,85.2,0.011,4.17,rain,0.0,22.6,12.6,68.2,2017,20.0
2017-07-26,75.9,59.8,67.6,70.4,0.0,0.0,,0.0,34.4,14.6,20.1,2017,32.0
2017-07-27,74.8,62.9,67.4,81.2,0.047,16.67,rain,0.0,25.3,18.1,51.2,2017,41.0
2017-07-28,80.1,66.7,72.6,76.3,0.0,0.0,,0.0,17.4,12.5,40.9,2017,32.0
2017-07-29,71.0,61.8,66.4,64.5,0.0,0.0,,0.0,26.4,20.5,61.2,2017,34.0
2017-07-30,73.2,59.7,66.7,58.7,0.0,0.0,,0.0,21.0,14.8,18.3,2017,34.0
2017-07-31,79.2,60.7,71.0,63.6,0.0,0.0,,0.0,43.6,14.6,20.5,2017,36.0
2017-08-01,79.3,68.9,74.4,71.0,0.0,0.0,,0.0,16.6,12.5,22.4,2017,39.0
2017-08-02,80.3,69.0,73.0,83.8,0.96,33.33,rain,0.0,41.3,15.9,41.5,2017,52.0
2017-08-03,83.9,66.7,74.3,77.6,0.0,0.0,,0.0,20.1,15.8,45.6,2017,52.0
2017-08-04,84.8,67.9,75.1,74.6,0.0,0.0,,0.0,23.5,18.1,45.1,2017,41.0
2017-08-05,75.8,69.2,72.5,86.8,0.161,16.67,rain,0.0,24.2,16.9,56.4,2017,29.0
2017-08-06,78.1,63.8,70.3,54.4,0.0,0.0,,0.0,32.2,22.7,31.3,2017,22.0
2017-08-07,76.9,63.8,70.3,61.3,0.0,0.0,,0.0,27.6,15.9,54.2,2017,25.0
2017-08-08,74.9,63.0,67.0,82.3,0.0,0.0,,0.0,16.6,13.6,54.9,2017,42.0
2017-08-09,84.8,64.6,74.4,55.4,0.0,0.0,,0.0,23.0,14.7,22.0,2017,34.0
2017-08-10,80.1,65.6,73.5,65.3,0.0,0.0,,0.0,19.7,16.9,23.9,2017,53.0
2017-08-11,77.1,62.8,70.5,76.2,0.0,0.0,,0.0,16.6,18.0,33.1,2017,54.0
2017-08-12,74.9,62.8,68.6,77.4,0.104,20.83,rain,0.0,16.6,12.6,58.5,2017,41.0
2017-08-13,85.9,69.4,77.5,61.6,0.0,0.0,,0.0,24.2,16.0,38.9,2017,35.0
2017-08-14,77.1,63.8,70.9,68.8,0.0,0.0,,0.0,13.4,12.6,44.9,2017,28.0
2017-08-15,79.0,65.8,72.4,77.3,0.0,0.0,,0.0,21.5,14.8,55.6,2017,43.0
2017-08-16,83.9,65.9,75.4,61.9,0.0,0.0,,0.0,24.1,14.8,37.2,2017,46.0
2017-08-17,81.0,62.6,72.5,43.6,0.0,0.0,,0.0,19.7,11.3,53.6,2017,47.0
2017-08-18,80.1,64.9,72.2,82.1,0.011,4.17,rain,0.0,27.6,20.5,63.0,2017,40.0
2017-08-19,74.1,65.1,68.7,94.2,0.231,8.33,rain,0.0,20.3,14.7,71.7,2017,38.0
2017-08-20,83.0,69.1,76.9,56.9,0.0,0.0,,0.0,23.0,17.0,32.7,2017,43.0
2017-08-21,85.9,68.7,77.3,56.8,0.0,0.0,,0.0,20.8,14.7,27.0,2017,41.0
2017-08-22,90.0,69.9,78.2,74.5,0.0,0.0,,0.0,29.9,20.7,31.7,2017,61.0
2017-08-23,82.9,72.6,77.3,61.2,0.033,8.33,rain,0.0,28.9,17.0,37.0,2017,63.0
2017-08-24,80.9,63.7,71.0,54.8,0.0,0.0,,0.0,23.0,13.7,24.8,2017,40.0
2017-08-25,74.9,62.7,68.0,57.2,0.0,0.0,,0.0,19.7,13.6,38.3,2017,45.0
2017-08-26,73.2,59.6,65.9,54.4,0.0,0.0,,0.0,12.5,14.5,13.2,2017,45.0
2017-08-27,71.2,58.5,64.4,70.8,0.0,0.0,,0.0,19.0,14.8,17.6,2017,43.0
